Time    A   D   U   C   T (K)
Initial Settings    0.2 0   0   0.0 373.2
0   0.199   0   0   
1   0.047   0   0.011   
2   0.041   0.000   0.020   
3   0.038   0   0.028   
4   0.037   0.001   0.035   
5   0.036   0.001   0.041   
6   0.034   0   0.047   
7   0.032   0.001   0.052   
8   0.031   0   0.058   
9   0.030   0   0.063   
10  0.030   0   0.067   
11  0.028   0   0.071   
12  0.028   0.000   0.076   
13  0.027   0   0.080   
14  0.027   0   0.082   
15  0.026   0.000   0.086   
16  0.024   0   0.088   
17  0.025   0   0.091   
18  0.023   0.000   0.095   
19  0.023   0.000   0.097   
500 0.001   0   0.191
